Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	status
2169	Spectrogram 1	1	22967.407104492	22971.310913086	1100.0	1600.0	
2170	Spectrogram 1	1	22975.995483398	22977.817260742	1150.0	1550.0	
2171	Spectrogram 1	1	22978.207641602	22979.378784180	1300.0	1450.0	
2172	Spectrogram 1	1	22992.391479492	22994.213256836	1200.0	1450.0	
2173	Spectrogram 1	1	22996.555541992	22999.678588867	1200.0	1600.0	
2174	Spectrogram 1	1	23002.801635742	23005.143920898	1300.0	1600.0	
2175	Spectrogram 1	1	23010.348999023	23012.951538086	1200.0	1550.0	
2176	Spectrogram 1	1	23013.211791992	23016.074584961	1050.0	1700.0	
2177	Spectrogram 1	1	23025.443725586	23030.388549805	1200.0	1600.0	
2178	Spectrogram 1	1	23028.306518555	23030.388549805	1200.0	1600.0	
2179	Spectrogram 1	1	23034.812866211	23037.415405273	1050.0	1700.0	
2180	Spectrogram 1	1	23043.921752930	23045.743530273	1300.0	1550.0	
2181	Spectrogram 1	1	23053.551147461	23056.413940430	1200.0	1700.0	
2182	Spectrogram 1	1	23057.715209961	23059.797241211	1200.0	1600.0	
2183	Spectrogram 1	1	23061.619018555	23065.522827148	1250.0	1600.0	
2184	Spectrogram 1	1	23068.645874023	23071.768920898	1100.0	1700.0	
2185	Spectrogram 1	1	23076.713745117	23079.056030273	1050.0	1700.0	
2186	Spectrogram 1	1	23082.699584961	23083.740600586	1350.0	1500.0	
2187	Spectrogram 1	1	23086.863647461	23088.164916992	1300.0	1450.0	
2188	Spectrogram 1	1	23090.767456054	23095.712280273	1300.0	1550.0	
2189	Spectrogram 1	1	23093.630249023	23094.931518555	1250.0	1550.0	
2190	Spectrogram 1	1	23099.095581055	23102.999389648	1100.0	1600.0	
2191	Spectrogram 1	1	23108.724975586	23111.848022461	1100.0	1650.0	
2192	Spectrogram 1	1	23111.327514648	23112.368530273	1450.0	1700.0	
2193	Spectrogram 1	1	23116.272338867	23119.135131836	1150.0	1700.0	
2194	Spectrogram 1	1	23119.135131836	23120.696655273	1100.0	1550.0	
2195	Spectrogram 1	1	23121.997924805	23123.299194336	1150.0	1500.0	
2196	Spectrogram 1	1	23124.600463867	23126.422241211	1200.0	1550.0	
2197	Spectrogram 1	1	23133.188842773	23134.490112305	1000.0	1150.0	
2198	Spectrogram 1	1	23141.516967773	23143.859252930	1250.0	1700.0	
2199	Spectrogram 1	1	23152.447631836	23154.529663086	1200.0	1600.0	
2200	Spectrogram 1	1	23156.741821289	23157.912963867	1300.0	1450.0	
2201	Spectrogram 1	1	23162.597534180	23165.200073242	1200.0	1600.0	
2202	Spectrogram 1	1	23173.267944336	23174.308959961	1300.0	1450.0	
2203	Spectrogram 1	1	23178.212768555	23182.897338867	1300.0	1600.0	
2204	Spectrogram 1	1	23185.499877930	23187.321655273	1150.0	1600.0	
2205	Spectrogram 1	1	23193.567749023	23195.910034180	1200.0	1600.0	
2206	Spectrogram 1	1	23196.430541992	23198.512573242	1200.0	1600.0	
2207	Spectrogram 1	1	23208.922729492	23211.785522461	1150.0	1550.0	
2208	Spectrogram 1	1	23213.347045898	23216.730346680	1200.0	1550.0	
2209	Spectrogram 1	1	23222.455932617	23224.537963867	1200.0	1450.0	
2210	Spectrogram 1	1	23225.318725586	23227.661010742	1200.0	1700.0	
2211	Spectrogram 1	1	23230.003295898	23233.126342773	1200.0	1450.0	
2212	Spectrogram 1	1	23235.989135742	23239.112182617	1150.0	1600.0	
2213	Spectrogram 1	1	23249.522338867	23252.124877930	1050.0	1700.0	
2214	Spectrogram 1	1	23257.590209961	23260.973510742	1150.0	1600.0	
2215	Spectrogram 1	1	23261.754272461	23264.617065430	1200.0	1450.0	
2216	Spectrogram 1	1	23266.699096680	23268.520874023	1250.0	1450.0	
2217	Spectrogram 1	1	23274.506713867	23277.890014648	1150.0	1700.0	
2218	Spectrogram 1	1	23281.793823242	23284.656616211	1200.0	1550.0	
2219	Spectrogram 1	1	23287.519409180	23291.683471680	1200.0	1550.0	
2220	Spectrogram 1	1	23298.970581055	23302.353881836	1050.0	1700.0	
2221	Spectrogram 1	1	23304.175659180	23307.558959961	1200.0	1700.0	
2222	Spectrogram 1	1	23313.544799805	23317.188354492	1200.0	1600.0	
2223	Spectrogram 1	1	23329.680541992	23332.022827148	1100.0	1700.0	
2224	Spectrogram 1	1	23334.104858398	23336.186889648	1150.0	1450.0	
2225	Spectrogram 1	1	23338.268920898	23341.652221680	1200.0	1650.0	
2226	Spectrogram 1	1	23340.350952148	23341.912475586	1550.0	1700.0	
2227	Spectrogram 1	1	23344.384887695	23345.556030273	1250.0	1500.0	
2228	Spectrogram 1	1	23347.117553711	23348.939331055	1150.0	1450.0	
2229	Spectrogram 1	1	23351.021362305	23353.623901367	1300.0	1600.0	
2230	Spectrogram 1	1	23355.966186523	23358.048217773	1200.0	1550.0	
2231	Spectrogram 1	1	23358.308471680	23359.349487305	1300.0	1450.0	
2232	Spectrogram 1	1	23366.896850586	23369.499389648	1300.0	1450.0	
2233	Spectrogram 1	1	23370.800659180	23373.142944336	1100.0	1600.0	
2234	Spectrogram 1	1	23373.923706055	23377.307006836	1100.0	1700.0	
2235	Spectrogram 1	1	23379.649291992	23382.512084961	1300.0	1600.0	
2236	Spectrogram 1	1	23384.333862305	23385.635131836	1100.0	1600.0	
2237	Spectrogram 1	1	23388.497924805	23391.620971680	1200.0	1600.0	
2238	Spectrogram 1	1	23401.770874023	23402.811889648	1300.0	1450.0	
2239	Spectrogram 1	1	23404.633666992	23406.975952148	1300.0	1500.0	
2240	Spectrogram 1	1	23408.016967773	23411.140014648	1250.0	1700.0	
2241	Spectrogram 1	1	23411.400268555	23412.961791992	1000.0	1550.0	
2242	Spectrogram 1	1	23414.263061523	23416.605346680	1300.0	1500.0	
2243	Spectrogram 1	1	23421.029663086	23424.152709961	1200.0	1600.0	
2244	Spectrogram 1	1	23430.138549805	23432.480834961	1200.0	1450.0	
2245	Spectrogram 1	1	23433.001342773	23435.343627930	1100.0	1450.0	
2246	Spectrogram 1	1	23439.898071289	23441.589721680	1000.0	1150.0	
2247	Spectrogram 1	1	23442.370483398	23446.794799805	1150.0	1700.0	
2248	Spectrogram 1	1	23451.739624023	23454.602416992	1150.0	1650.0	
2249	Spectrogram 1	1	23459.547241211	23462.670288086	1000.0	1650.0	
2250	Spectrogram 1	1	23467.875366211	23469.176635742	1300.0	1450.0	
2251	Spectrogram 1	1	23481.148315430	23485.052124023	1000.0	1700.0	
2252	Spectrogram 1	1	23487.654663086	23488.955932617	1050.0	1350.0	
2253	Spectrogram 1	1	23490.517456055	23492.078979492	1000.0	1650.0	
2254	Spectrogram 1	1	23499.366088867	23502.228881836	1200.0	1700.0	
2255	Spectrogram 1	1	23502.749389648	23504.571166992	1300.0	1450.0	
2256	Spectrogram 1	1	23514.200561523	23517.063354492	1000.0	1700.0	
2257	Spectrogram 1	1	23520.967163086	23522.788940430	1300.0	1450.0	
2258	Spectrogram 1	1	23523.569702148	23526.432495117	1200.0	1450.0	
2259	Spectrogram 1	1	23527.994018555	23531.377319336	1200.0	1700.0	
2260	Spectrogram 1	1	23535.541381836	23538.664428711	1200.0	1450.0	
2261	Spectrogram 1	1	23537.102905273	23538.664428711	1200.0	1550.0	
2262	Spectrogram 1	1	23539.705444336	23541.266967773	1300.0	1450.0	
2263	Spectrogram 1	1	23543.088745117	23545.951538086	1100.0	1700.0	
2264	Spectrogram 1	1	23549.074584961	23551.677124023	1300.0	1600.0	
2265	Spectrogram 1	1	23557.923217773	23560.786010742	1100.0	1700.0	
2266	Spectrogram 1	1	23568.984008789	23571.976928711	1300.0	1450.0	
2267	Spectrogram 1	1	23572.497436523	23574.319213867	1200.0	1650.0	
2268	Spectrogram 1	1	23576.401245117	23579.003784180	1300.0	1500.0	
2269	Spectrogram 1	1	23580.825561523	23581.866577148	1150.0	1450.0	
2270	Spectrogram 1	1	23589.413940430	23590.454956055	1300.0	1650.0	
2271	Spectrogram 1	1	23597.221557617	23599.824096680	1100.0	1600.0	
2272	Spectrogram 1	1	23602.947143555	23605.809936523	1300.0	1600.0	
2273	Spectrogram 1	1	23610.234252930	23612.576538086	1100.0	1700.0	
2274	Spectrogram 1	1	23613.617553711	23615.699584961	1400.0	1650.0	
2275	Spectrogram 1	1	23618.562377930	23621.164916992	1100.0	1700.0	
2276	Spectrogram 1	1	23625.068725586	23627.671264648	1150.0	1700.0	
2277	Spectrogram 1	1	23631.314819336	23633.917358398	1300.0	1600.0	
2278	Spectrogram 1	1	23637.040405273	23639.642944336	1200.0	1500.0	
2279	Spectrogram 1	1	23640.944213867	23643.807006836	1200.0	1700.0	
2280	Spectrogram 1	1	23650.833862305	23651.874877930	1050.0	1200.0	
2281	Spectrogram 1	1	23652.915893555	23654.997924805	1200.0	1650.0	
2282	Spectrogram 1	1	23657.079956055	23658.901733398	1000.0	1600.0	
2283	Spectrogram 1	1	23663.586303711	23667.229858398	1200.0	1600.0	
2284	Spectrogram 1	1	23668.531127930	23669.832397461	1300.0	1450.0	
2285	Spectrogram 1	1	23672.174682617	23674.516967773	1200.0	1600.0	
2286	Spectrogram 1	1	23680.242553711	23681.804077148	1300.0	1450.0	
2287	Spectrogram 1	1	23684.927124023	23689.351440430	1200.0	1700.0	
2288	Spectrogram 1	1	23692.214233398	23694.556518555	1050.0	1550.0	
2289	Spectrogram 1	1	23697.679565430	23698.720581055	1100.0	1350.0	
2290	Spectrogram 1	1	23704.966674805	23707.829467773	1200.0	1600.0	
2291	Spectrogram 1	1	23715.116577148	23717.719116211	1150.0	1700.0	
2292	Spectrogram 1	1	23725.266479492	23728.910034180	1200.0	1700.0	
2293	Spectrogram 1	1	23733.854858398	23736.197143555	1200.0	1550.0	
2294	Spectrogram 1	1	23736.717651367	23737.758666992	1300.0	1450.0	
2295	Spectrogram 1	1	23739.580444336	23742.182983398	1100.0	1450.0	
2296	Spectrogram 1	1	23750.511108398	23752.853393555	1200.0	1550.0	
2297	Spectrogram 1	1	23755.716186523	23757.277709961	1000.0	1150.0	
2298	Spectrogram 1	1	23763.003295898	23765.085327148	1350.0	1500.0	
2299	Spectrogram 1	1	23766.907104492	23768.208374023	1300.0	1450.0	
2300	Spectrogram 1	1	23769.509643555	23771.071166992	1250.0	1700.0	
2301	Spectrogram 1	1	23771.851928711	23773.673706055	1150.0	1650.0	
2302	Spectrogram 1	1	23775.495483398	23776.796752930	1000.0	1450.0	
2303	Spectrogram 1	1	23781.221069336	23784.083862305	1100.0	1500.0	
2304	Spectrogram 1	1	23784.083862305	23786.426147461	1400.0	1600.0	
2305	Spectrogram 1	1	23799.438842773	23801.000366211	1050.0	1450.0	
2306	Spectrogram 1	1	23804.123413086	23806.205444336	1050.0	1500.0	
2307	Spectrogram 1	1	23807.506713867	23808.807983398	1000.0	1250.0	
2308	Spectrogram 1	1	23810.109252930	23812.711791992	1100.0	1600.0	
2309	Spectrogram 1	1	23816.615600586	23819.738647461	1300.0	1600.0	
2310	Spectrogram 1	1	23821.560424805	23825.203979492	1050.0	1600.0	
2311	Spectrogram 1	1	23828.587280273	23830.148803711	1150.0	1450.0	
2312	Spectrogram 1	1	23831.189819336	23834.052612305	1150.0	1700.0	
2313	Spectrogram 1	1	23835.614135742	23838.216674805	1200.0	1650.0	
2314	Spectrogram 1	1	23841.599975586	23844.462768555	1300.0	1500.0	
2315	Spectrogram 1	1	23848.366577148	23849.407592773	1150.0	1400.0	
2316	Spectrogram 1	1	23856.694702148	23859.036987305	1250.0	1600.0	
2317	Spectrogram 1	1	23860.858764648	23863.981811523	1200.0	1700.0	
2318	Spectrogram 1	1	23865.283081055	23866.584350586	1300.0	1450.0	
2319	Spectrogram 1	1	23867.104858398	23869.447143555	1200.0	1500.0	
2320	Spectrogram 1	1	23872.309936523	23875.172729492	1200.0	1700.0	
2321	Spectrogram 1	1	23877.254760742	23878.816284180	1300.0	1700.0	
2322	Spectrogram 1	1	23880.117553711	23882.980346680	1050.0	1700.0	
2323	Spectrogram 1	1	23888.966186523	23891.048217773	1150.0	1650.0	
2324	Spectrogram 1	1	23892.089233398	23893.390502930	1200.0	1700.0	
2325	Spectrogram 1	1	23896.513549805	23898.335327148	1200.0	1500.0	
2326	Spectrogram 1	1	23899.116088867	23901.458374023	1000.0	1600.0	
2327	Spectrogram 1	1	23907.964721680	23911.087768555	1100.0	1700.0	
2328	Spectrogram 1	1	23918.895385742	23920.456909180	1200.0	1600.0	
2329	Spectrogram 1	1	23925.141479492	23929.305541992	1000.0	1700.0	
2330	Spectrogram 1	1	23931.257446289	23932.428588867	1300.0	1450.0	
2331	Spectrogram 1	1	23935.811889648	23940.496459961	1000.0	1700.0	
2332	Spectrogram 1	1	23951.947631836	23953.509155273	1050.0	1450.0	
2333	Spectrogram 1	1	23954.289916992	23956.632202148	1150.0	1700.0	
2334	Spectrogram 1	1	23959.104614257	23961.056518555	1300.0	1600.0	
2335	Spectrogram 1	1	23961.837280273	23964.439819336	1200.0	1550.0	
2336	Spectrogram 1	1	23967.562866211	23969.905151367	1200.0	1700.0	
2337	Spectrogram 1	1	23974.849975586	23976.932006836	1100.0	1650.0	
2338	Spectrogram 1	1	23983.958862305	23985.780639648	1100.0	1600.0	
2339	Spectrogram 1	1	23987.342163086	23988.643432617	1200.0	1500.0	
2340	Spectrogram 1	1	23991.506225586	23994.629272461	1050.0	1650.0	
2341	Spectrogram 1	1	23996.711303711	23998.012573242	1200.0	1350.0	
2342	Spectrogram 1	1	24001.135620117	24003.738159180	1200.0	1750.0	
2343	Spectrogram 1	1	24005.299682617	24006.861206055	1000.0	1700.0	
2344	Spectrogram 1	1	24012.847045898	24015.449584961	1200.0	1700.0	
2345	Spectrogram 1	1	24026.900756836	24028.982788086	1000.0	1500.0	
2346	Spectrogram 1	1	24030.284057617	24033.146850586	1300.0	1600.0	
2347	Spectrogram 1	1	24036.790405273	24039.392944336	1200.0	1700.0	
2348	Spectrogram 1	1	24040.303833008	24041.474975586	1400.0	1550.0	
2349	Spectrogram 1	1	24041.995483398	24043.036499023	1350.0	1500.0	
2350	Spectrogram 1	1	24046.289672852	24047.721069336	1300.0	1450.0	
2351	Spectrogram 1	1	24049.542846680	24052.665893555	1050.0	1700.0	
2352	Spectrogram 1	1	24053.967163086	24056.309448242	1150.0	1650.0	
2353	Spectrogram 1	1	24059.953002930	24063.076049805	1100.0	1700.0	
2354	Spectrogram 1	1	24065.158081055	24067.500366211	1200.0	1550.0	
2355	Spectrogram 1	1	24072.965698242	24075.568237305	1300.0	1700.0	
2356	Spectrogram 1	1	24076.088745117	24077.390014648	1300.0	1450.0	
2357	Spectrogram 1	1	24079.472045898	24084.156616211	1200.0	1600.0	
2358	Spectrogram 1	1	24087.539916992	24089.361694336	1050.0	1750.0	
2359	Spectrogram 1	1	24091.183471680	24093.265502930	1150.0	1700.0	
2360	Spectrogram 1	1	24095.868041992	24098.210327148	1200.0	1550.0	
2361	Spectrogram 1	1	24102.634643555	24106.017944336	1200.0	1600.0	
2362	Spectrogram 1	1	24106.538452148	24109.661499023	1150.0	1550.0	
2363	Spectrogram 1	1	24117.989624023	24121.372924805	1150.0	1700.0	
2364	Spectrogram 1	1	24123.975463867	24125.276733398	1200.0	1500.0	
2365	Spectrogram 1	1	24128.399780273	24129.440795898	1000.0	1200.0	
2366	Spectrogram 1	1	24132.303588867	24134.906127930	1450.0	1600.0	
2367	Spectrogram 1	1	24134.125366211	24136.467651367	1000.0	1450.0	
2368	Spectrogram 1	1	24142.713745117	24145.056030273	1200.0	1650.0	
2369	Spectrogram 1	1	24147.788696289	24149.220092773	1350.0	1600.0	
2370	Spectrogram 1	1	24150.781616211	24153.123901367	1200.0	1700.0	
2371	Spectrogram 1	1	24155.726440430	24158.589233398	1050.0	1700.0	
2372	Spectrogram 1	1	24161.191772461	24163.794311523	1250.0	1500.0	
2373	Spectrogram 1	1	24164.314819336	24165.876342773	1400.0	1650.0	
2374	Spectrogram 1	1	24168.478881836	24171.081420898	1200.0	1500.0	
2375	Spectrogram 1	1	24173.163452148	24175.765991211	1250.0	1550.0	
2376	Spectrogram 1	1	24176.807006836	24179.930053711	1200.0	1700.0	
2377	Spectrogram 1	1	24183.313354492	24184.874877930	1100.0	1600.0	
2378	Spectrogram 1	1	24195.285034180	24198.147827148	1000.0	1450.0	
2379	Spectrogram 1	1	24201.791381836	24202.832397461	1250.0	1450.0	
2380	Spectrogram 1	1	24204.393920898	24206.736206055	1100.0	1700.0	
2381	Spectrogram 1	1	24210.640014648	24212.722045898	1200.0	1600.0	
2382	Spectrogram 1	1	24220.269409180	24222.611694336	1200.0	1650.0	
2383	Spectrogram 1	1	24224.433471680	24227.296264648	1150.0	1700.0	
2384	Spectrogram 1	1	24233.802612305	24234.843627930	1300.0	1600.0	
2385	Spectrogram 1	1	24235.364135742	24237.706420898	1200.0	1700.0	
2386	Spectrogram 1	1	24238.747436523	24241.349975586	1200.0	1500.0	
2387	Spectrogram 1	1	24248.116577148	24250.979370117	1050.0	1650.0	
2388	Spectrogram 1	1	24252.020385742	24254.102416992	1200.0	1350.0	
2389	Spectrogram 1	1	24254.622924805	24257.225463867	1200.0	1700.0	
2390	Spectrogram 1	1	24259.828002930	24262.690795898	1200.0	1600.0	
2391	Spectrogram 1	1	24263.992065430	24266.594604492	1300.0	1600.0	
2392	Spectrogram 1	1	24268.676635742	24272.059936523	1100.0	1700.0	
2393	Spectrogram 1	1	24283.511108398	24286.634155273	1200.0	1650.0	
2394	Spectrogram 1	1	24290.277709961	24291.318725586	1200.0	1500.0	
2395	Spectrogram 1	1	24294.181518555	24295.482788086	1300.0	1450.0	
2396	Spectrogram 1	1	24297.304565430	24302.249389648	1300.0	1700.0	
2397	Spectrogram 1	1	24300.687866211	24301.989135742	1450.0	1600.0	
2398	Spectrogram 1	1	24307.454467773	24311.098022461	1200.0	1450.0	
2399	Spectrogram 1	1	24314.741577148	24317.083862305	1200.0	1450.0	
2400	Spectrogram 1	1	24319.165893555	24320.206909180	1150.0	1450.0	
2401	Spectrogram 1	1	24322.028686523	24324.110717773	1000.0	1550.0	
2402	Spectrogram 1	1	24325.411987305	24328.274780273	1100.0	1600.0	
2403	Spectrogram 1	1	24334.000366211	24337.383666992	1150.0	1700.0	
2404	Spectrogram 1	1	24350.136108398	24354.039916992	1200.0	1600.0	
2405	Spectrogram 1	1	24355.080932617	24357.943725586	1150.0	1600.0	
2406	Spectrogram 1	1	24361.847534180	24365.491088867	1200.0	1600.0	
2407	Spectrogram 1	1	24367.573120117	24371.216674805	1200.0	1550.0	
2408	Spectrogram 1	1	24375.120483398	24379.024291992	1200.0	1650.0	
2409	Spectrogram 1	1	24379.284545898	24382.147338867	1000.0	1650.0	
2410	Spectrogram 1	1	24385.010131836	24387.092163086	1200.0	1700.0	
2411	Spectrogram 1	1	24387.352416992	24390.995971680	1200.0	1700.0	
2412	Spectrogram 1	1	24399.063842773	24401.145874023	1200.0	1700.0	
2413	Spectrogram 1	1	24404.008666992	24405.830444336	1200.0	1600.0	
2414	Spectrogram 1	1	24408.172729492	24411.556030273	1100.0	1600.0	
2415	Spectrogram 1	1	24418.062377930	24420.664916992	1300.0	1700.0	
2416	Spectrogram 1	1	24421.575805664	24423.007202148	1250.0	1500.0	
2417	Spectrogram 1	1	24425.089233398	24426.911010742	1550.0	1700.0	
2418	Spectrogram 1	1	24434.198120117	24437.321166992	1150.0	1550.0	
2419	Spectrogram 1	1	24440.704467773	24442.526245117	1150.0	1600.0	
2420	Spectrogram 1	1	24443.827514648	24446.950561523	1000.0	1700.0	
2421	Spectrogram 1	1	24448.251831055	24451.374877930	1150.0	1700.0	
2422	Spectrogram 1	1	24452.415893555	24454.758178711	1000.0	1750.0	
2423	Spectrogram 1	1	24460.744018555	24462.565795898	1300.0	1450.0	
2424	Spectrogram 1	1	24464.127319336	24466.990112305	1150.0	1500.0	
2425	Spectrogram 1	1	24467.510620117	24469.592651367	1200.0	1550.0	
2426	Spectrogram 1	1	24472.195190430	24474.016967773	1300.0	1450.0	
2427	Spectrogram 1	1	24480.783569336	24484.166870117	1200.0	1700.0	
2428	Spectrogram 1	1	24484.166870117	24485.988647461	1200.0	1600.0	
2429	Spectrogram 1	1	24487.029663086	24488.070678711	1300.0	1450.0	
2430	Spectrogram 1	1	24490.412963867	24492.494995117	1100.0	1700.0	
2431	Spectrogram 1	1	24494.056518555	24496.659057617	1200.0	1650.0	
2432	Spectrogram 1	1	24499.001342773	24502.644897461	1300.0	1450.0	
2433	Spectrogram 1	1	24500.953247071	24502.644897461	1400.0	1550.0	
2434	Spectrogram 1	1	24510.452514648	24513.575561523	1200.0	1450.0	
2435	Spectrogram 1	1	24515.137084961	24517.999877930	1100.0	1650.0	
2436	Spectrogram 1	1	24519.821655273	24523.465209961	1250.0	1600.0	
2437	Spectrogram 1	1	24523.985717773	24525.807495117	1300.0	1600.0	
2438	Spectrogram 1	1	24528.670288086	24531.012573242	1200.0	1700.0	
2439	Spectrogram 1	1	24536.477905273	24538.559936523	1200.0	1450.0	
2440	Spectrogram 1	1	24544.545776367	24545.586791992	1550.0	1700.0	
2441	Spectrogram 1	1	24550.011108398	24552.613647461	1150.0	1650.0	
2442	Spectrogram 1	1	24553.134155273	24555.476440430	1500.0	1700.0	
2443	Spectrogram 1	1	24555.736694336	24558.859741211	1200.0	1700.0	
2444	Spectrogram 1	1	24560.941772461	24563.023803711	1200.0	1700.0	
2445	Spectrogram 1	1	24564.845581055	24567.968627930	1050.0	1700.0	
2446	Spectrogram 1	1	24570.831420898	24573.433959961	1200.0	1600.0	
2447	Spectrogram 1	1	24576.817260742	24578.899291992	1200.0	1550.0	
2448	Spectrogram 1	1	24583.844116211	24587.487670898	1200.0	1700.0	
2449	Spectrogram 1	1	24592.953002930	24594.774780273	1100.0	1650.0	
2450	Spectrogram 1	1	24595.555541992	24597.117065430	1300.0	1500.0	
2451	Spectrogram 1	1	24601.020874023	24602.842651367	1100.0	1700.0	
2452	Spectrogram 1	1	24604.664428711	24607.787475586	1000.0	1650.0	
2453	Spectrogram 1	1	24609.869506836	24613.773315430	1250.0	1500.0	
2454	Spectrogram 1	1	24623.142456055	24626.265502930	1100.0	1700.0	
2455	Spectrogram 1	1	24627.827026367	24629.909057617	1150.0	1550.0	
2456	Spectrogram 1	1	24631.730834961	24633.552612305	1200.0	1550.0	
2457	Spectrogram 1	1	24637.716674805	24639.278198242	1200.0	1600.0	
2458	Spectrogram 1	1	24639.798706055	24642.401245117	1200.0	1600.0	
2459	Spectrogram 1	1	24644.223022461	24647.085815430	1200.0	1700.0	
2460	Spectrogram 1	1	24646.044799805	24647.085815430	1450.0	1700.0	
2461	Spectrogram 1	1	24652.030639648	24654.633178711	1100.0	1700.0	
2462	Spectrogram 1	1	24655.413940430	24658.016479492	1100.0	1700.0	
2463	Spectrogram 1	1	24662.961303711	24664.002319336	1350.0	1500.0	
2464	Spectrogram 1	1	24666.344604492	24669.207397461	1200.0	1550.0	
2465	Spectrogram 1	1	24673.891967773	24677.535522461	1100.0	1650.0	
2466	Spectrogram 1	1	24680.138061523	24681.959838867	1350.0	1600.0	
2467	Spectrogram 1	1	24682.740600586	24684.562377930	1200.0	1700.0	
2468	Spectrogram 1	1	24687.164916992	24690.287963867	1050.0	1650.0	
2469	Spectrogram 1	1	24693.411010742	24696.273803711	1100.0	1650.0	
2470	Spectrogram 1	1	24696.534057617	24698.616088867	1100.0	1600.0	
2471	Spectrogram 1	1	24707.464721680	24710.327514648	1200.0	1600.0	
2472	Spectrogram 1	1	24711.108276367	24713.190307617	1150.0	1700.0	
2473	Spectrogram 1	1	24714.231323242	24717.614624023	1100.0	1650.0	
